loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_7787496,8z7820y17hzxh7gz017hg1ihx386739h,3,2022-01-31,2022-01-29,62.78,62.78,0.0
loan_7513134,8z782zhi7x013yx7017x040923745139,1,2022-01-17,2022-01-16,327.04,327.04,0.0
loan_4088148,8z780z437y8x4190017y90y13z9x57hy,7,2022-01-31,2022-02-03,296.38,296.38,58.0
loan_4088148,8z780z437y8x4190017y90y13z9x57hz,5,2021-12-31,2022-01-01,300.76,300.76,0.0
loan_4088148,8z780z437y8x4190017y90y13z8257h7,2,2021-11-16,2021-11-16,300.76,300.76,0.0
loan_4088148,8z780z437y8x4190017y90y13z9x57hg,6,2022-01-17,2022-01-16,601.52,601.52,0.0
loan_4088148,8z780z437y8x4190017y90y13z8257h9,4,2021-12-15,2021-12-15,300.76,300.76,0.0
loan_4088148,8z780z437y8x4190017y90y13z8257h6,1,2021-11-01,2021-10-31,300.76,300.76,0.0
loan_4088148,8z780z437y8x4190017y90y13z8257h8,3,2021-11-30,2021-12-01,300.76,300.76,0.0
loan_4088148,8z780z437y8x4190017y90y13z9x57hh,8,2022-02-15,,0.0,0.0,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0434z38,1,2021-11-01,2021-10-20,740.22,740.22,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0434z3g,4,2021-12-15,2021-12-12,740.22,740.22,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0434z3z,3,2021-11-30,2021-11-29,740.22,740.22,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0434z3y,5,2021-12-31,2021-12-24,740.22,740.22,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0474z3h,6,2022-01-17,2022-01-15,736.72,736.716,0.0
loan_9057034,8z7825117y7xy5z8017y7xigx0434z39,2,2021-11-16,2021-11-14,740.22,740.22,0.0
loan_4787282,8z7829577x916x73017x91ix69811y17,2,2022-02-28,2022-02-28,588.38,588.38,0.0
loan_4787282,8z7829577x916x73017x91ix69811y18,3,2022-03-15,2022-03-14,588.38,588.38,0.0
loan_4787282,8z7829577x916x73017x91ix69811y1z,5,2022-04-18,2022-04-17,588.38,588.38,0.0
loan_4787282,8z7829577x916x73017x91ix69811y19,4,2022-03-31,2022-03-31,588.38,588.38,0.0
loan_4787282,8z7829577x916x73017x91ix69811y16,1,2022-02-15,2022-02-14,588.38,588.38,0.0
loan_4787282,8z7829577x916x73017x91ix69841y1g,6,2022-05-02,2022-05-03,584.7081000000001,584.7081000000001,0.0
loan_2009178,8z782896805g8iy401806867z2542201,1,2022-05-16,2022-05-11,2190.0,2190.0,0.0
loan_2009178,8z782896805g8iy401806867z2572206,6,2022-08-01,,0.0,0.0,0.0
loan_2009178,8z782896805g8iy401806867z2542203,3,2022-06-15,2022-06-20,605.9,605.9,58.0
loan_2009178,8z782896805g8iy401806867z2542205,5,2022-07-15,,0.0,0.0,0.0
loan_2009178,8z782896805g8iy401806867z2542204,4,2022-06-30,2022-06-30,229.53,229.5266,0.0
loan_2009178,8z782896805g8iy401806867z2542202,2,2022-05-31,2022-06-01,605.9,605.9,0.0
loan_0310700,8z78037g7xx45492017xx6gi36ii2z6i,3,2022-03-31,2022-03-24,865.78,865.78,0.0
loan_0310700,8z78037g7xx45492017xx6gi36ii2z72,6,2022-05-16,,0.0,0.0,0.0
loan_0310700,8z78037g7xx45492017xx6gi36ii2z71,5,2022-05-02,,0.0,0.0,0.0
loan_0310700,8z78037g7xx45492017xx6gi36ii2z6x,2,2022-03-15,2022-03-10,432.89,432.89,0.0
loan_0310700,8z78037g7xx45492017xx6gi36x22z6h,1,2022-02-28,2022-02-25,432.89,432.89,0.0
loan_0310700,8z78037g7xx45492017xx6gi36ii2z70,4,2022-04-18,2022-04-07,861.9839999999999,861.9839999999999,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4056yg3,2,2022-05-02,,780.9977999999999,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h3i36yg2,1,2022-04-18,,762.43,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4076yg8,7,2022-07-15,,877.41,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4056yg5,4,2022-05-31,,812.14,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4056yg6,5,2022-06-15,,833.34,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4056yg7,6,2022-06-30,,855.0854999999999,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4056yg4,3,2022-05-16,,800.03,0.0,0.0
loan_6027298,8z7806y87ii49982017ii6i2h4076yg9,8,2022-08-01,,858.79,0.0,0.0
loan_8964782,8z782h1h7i551x96017i5888i4z3359x,6,2022-05-31,2022-05-23,54.75,54.75,0.0
loan_8964782,8z782h1h7i551x96017i5888i4z1359y,4,2022-05-02,2022-04-28,219.0,219.0,0.0
loan_8964782,8z782h1h7i551x96017i5888i4z1359g,3,2022-04-18,2022-04-13,255.5,255.5,0.0
loan_8964782,8z782h1h7i551x96017i5888i4z1359z,2,2022-03-31,2022-03-29,192.72,192.72,0.0
loan_8964782,8z782h1h7i551x96017i5888i4z13599,1,2022-03-15,2022-03-29,188.34,188.34,58.0
loan_8964782,8z782h1h7i551x96017i5888i4z1359h,5,2022-05-16,2022-05-13,219.0,219.0,0.0
loan_1076268,8z7820287h1458h3017h16x0y9575871,4,2022-01-17,2022-01-14,127.68,127.6843,15.09
loan_1076268,8z7820287h1458h3017h16x0y9575872,5,2022-01-31,2022-01-31,130.79,130.7868,10.84
loan_1076268,8z7820287h1458h3017h16x0y9575870,3,2021-12-31,2021-12-29,125.11469999999998,125.11469999999998,18.61
loan_1076268,8z7820287h1458h3017h16x0y957586i,2,2021-12-15,2021-12-14,121.93,121.9319,22.97
loan_1076268,8z7820287h1458h3017h16x0y943586x,1,2021-11-30,2021-11-29,116.25979999999998,116.25979999999998,30.74
loan_1076268,8z7820287h1458h3017h16x0y9575873,6,2022-02-15,2022-02-14,136.94799999999998,136.94799999999998,4.57
loan_6155894,8z78268y7x34gh2x017x37zx9g833i5z,2,2022-01-31,2022-02-02,438.0,438.0,58.0
loan_6155894,8z78268y7x34gh2x017x37zx9g833i5y,4,2022-02-28,2022-02-28,435.81,435.81,0.0
loan_6155894,8z78268y7x34gh2x017x37zx9g833i59,1,2022-01-17,2022-01-19,438.0,438.0,58.0
loan_6155894,8z78268y7x34gh2x017x37zx9g833i5g,3,2022-02-15,2022-02-15,438.0,438.0,0.0
loan_0009418,8z7804g67h145513017h180iii297xi2,7,2022-02-28,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii0h7xxy,1,2021-11-30,2021-11-25,6204.27,6204.27,0.0
loan_0009418,8z7804g67h145513017h180iii0h7xxh,2,2021-12-15,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii0h7xxx,3,2021-12-31,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii297xi1,6,2022-02-15,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii297xi3,8,2022-03-15,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii297xi0,5,2022-01-31,,0.0,0.0,0.0
loan_0009418,8z7804g67h145513017h180iii0h7xxi,4,2022-01-17,,0.0,0.0,0.0
loan_4417906,8z7801x07h71729h017h7307hg2319ig,2,2021-12-31,2021-12-31,191.99,191.99,0.0
loan_4417906,8z7801x07h71729h017h7307hg4219ii,6,2022-02-28,2022-03-01,191.99,191.99,0.0
loan_4417906,8z7801x07h71729h017h7307hg4219ix,5,2022-02-15,2022-02-12,191.99,191.99,0.0
loan_4417906,8z7801x07h71729h017h7307hg2319ih,4,2022-01-31,2022-02-12,191.99,191.99,58.0
loan_4417906,8z7801x07h71729h017h7307hg421z00,7,2022-03-15,2022-03-14,191.99,191.99,0.0
loan_4417906,8z7801x07h71729h017h7307hg421z01,8,2022-03-31,,187.4713,0.0,0.0
loan_4417906,8z7801x07h71729h017h7307hg2319iz,1,2021-12-15,2021-12-17,191.99,191.99,58.0
loan_4417906,8z7801x07h71729h017h7307hg2319iy,3,2022-01-17,2022-02-12,191.99,191.99,58.0
loan_8410636,8z780h3g7hhh2700017hhi5102xi06g6,2,2022-01-17,2022-01-16,132.02,132.0205,0.0
loan_8410636,8z780h3g7hhh2700017hhi51030h06g7,3,2022-01-31,2022-01-28,131.4,131.4,0.0
loan_8410636,8z780h3g7hhh2700017hhi51030h06gz,6,2022-03-15,2022-03-14,128.80849999999998,128.80849999999998,0.0
loan_8410636,8z780h3g7hhh2700017hhi51030h06g9,5,2022-02-28,2022-02-26,131.4,131.4,0.0
loan_8410636,8z780h3g7hhh2700017hhi51030h06g8,4,2022-02-15,2022-02-14,131.4,131.4,0.0
loan_8410636,8z780h3g7hhh2700017hhi5102xi06g5,1,2021-12-31,2021-12-29,131.4,131.4,0.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g622284,1,2022-04-18,2022-05-27,81.75999999999999,81.75999999999999,58.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g762288,5,2022-06-15,2022-06-15,109.5,109.5,0.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g622286,3,2022-05-16,2022-05-29,81.75999999999999,81.75999999999999,58.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g762287,4,2022-05-31,2022-05-29,112.42,112.42,0.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g622285,2,2022-05-02,2022-05-29,81.75999999999999,81.75999999999999,58.0
loan_9150090,8z780y927ixi6ghx017ii2hx4g762289,6,2022-06-30,,23.36,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h35966,2,2022-01-17,2022-01-14,265.53,265.5302,13.96
loan_1690792,8z78217h7hzxh2z1017hzi7h28h35967,3,2022-01-31,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h35968,4,2022-02-15,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h5596y,8,2022-04-18,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h5596z,6,2022-03-15,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h5596g,7,2022-03-31,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h35969,5,2022-02-28,,0.0,0.0,0.0
loan_1690792,8z78217h7hzxh2z1017hzi7h28h35965,1,2021-12-31,2021-12-24,391.3238,391.3238,19.94
loan_3577310,8z7821368009337i01800z65x9877609,1,2022-05-02,2022-05-02,693.5,693.5,0.0
loan_3577310,8z7821368009337i01800z65x987760g,3,2022-05-31,,693.5,0.0,0.0
loan_3577310,8z7821368009337i01800z65x99g760x,6,2022-07-15,,692.77,0.0,0.0
loan_3577310,8z7821368009337i01800z65x987760z,2,2022-05-16,2022-05-16,693.5,693.5,0.0
loan_3577310,8z7821368009337i01800z65x99g760h,5,2022-06-30,,693.5,0.0,0.0
loan_3577310,8z7821368009337i01800z65x99g760y,4,2022-06-15,,693.5,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g085g62,8,2022-03-31,,474.03,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g065g5h,3,2022-01-17,2022-01-15,474.5,474.5,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g065g61,7,2022-03-15,,474.5,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g065g60,6,2022-02-28,,474.5,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g065g5i,5,2022-02-15,,474.5,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3g065g5x,4,2022-01-31,,474.5,0.0,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3zi45g5g,1,2021-12-15,2021-12-15,474.5,474.5,0.0
loan_9014162,8z7825g27h5y6xh1017h5i0g3zi45g5y,2,2021-12-31,2021-12-30,474.5,474.5,0.0
loan_5901526,8z7823217ihyyg87017ihxz474i20hy5,6,2022-06-30,2022-07-13,156.22,156.22,58.0
loan_5901526,8z7823217ihyyg87017ihxz474h20hy0,1,2022-04-18,2022-04-13,158.41,158.41,0.0
loan_5901526,8z7823217ihyyg87017ihxz474h20hy3,4,2022-05-31,2022-05-30,158.41,158.41,0.0
loan_5901526,8z7823217ihyyg87017ihxz474h20hy1,2,2022-05-02,2022-04-27,158.41,158.41,0.0
loan_5901526,8z7823217ihyyg87017ihxz474i20hy4,5,2022-06-15,2022-06-15,158.41,158.41,0.0
loan_5901526,8z7823217ihyyg87017ihxz474h20hy2,3,2022-05-16,2022-05-14,158.41,158.41,0.0
loan_4453674,8z780i218018z72y01801zy29g005z56,1,2022-05-02,2022-05-03,71.83200000000001,71.83200000000001,34.6
loan_4453674,8z780i218018z72y01801zy29g275z58,3,2022-05-31,2022-05-31,82.16149999999999,82.16149999999999,20.45
loan_4453674,8z780i218018z72y01801zy29g275z59,4,2022-06-15,2022-06-15,85.23,85.2348,16.24
loan_4453674,8z780i218018z72y01801zy29g2g5z5h,8,2022-08-15,,100.39,0.0,0.0
loan_4453674,8z780i218018z72y01801zy29g275z5z,5,2022-06-30,2022-07-01,87.46,87.4613,13.19
loan_4453674,8z780i218018z72y01801zy29g275z5g,6,2022-07-15,2022-07-15,89.74,89.7389,10.07
loan_4453674,8z780i218018z72y01801zy29g2g5z5y,7,2022-08-01,,91.42,0.0,0.0
loan_4453674,8z780i218018z72y01801zy29g275z57,2,2022-05-16,2022-05-15,83.07,83.074,19.2
loan_6905846,8z7822817h28x91i017h2y7zx38z5y0z,1,2021-11-30,2021-11-29,3374.6,3374.6002,0.0
loan_6905846,8z7822817h28x91i017h2y7zx39g5y0g,2,2021-12-15,,0.0,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z1532758,5,2022-06-15,,919.8,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z13i2755,2,2022-05-02,,919.8,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z13i2754,1,2022-04-18,,919.8,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z1532759,6,2022-06-30,,917.61,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z1532757,4,2022-05-31,,919.8,0.0,0.0
loan_7813180,8z7800047ix03zx8017ix280z13i2756,3,2022-05-16,,919.8,0.0,0.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h43g0x,4,2021-12-15,2021-12-16,467.2,467.2,0.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h73g12,8,2022-02-15,,465.45,0.0,0.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h43g11,7,2022-01-31,2022-02-05,467.2,467.2,58.0
loan_7985400,8z7800197yz7iig9017yzzhxg6g93g0y,2,2021-11-16,2021-11-17,467.2,467.2,0.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h43g0h,3,2021-11-30,2021-11-30,467.2,467.2,0.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h43g10,6,2022-01-17,2022-02-05,467.2,467.2,58.0
loan_7985400,8z7800197yz7iig9017yzzhxg6g93g0g,1,2021-11-01,2021-11-05,467.2,467.2,58.0
loan_7985400,8z7800197yz7iig9017yzzhxg6h43g0i,5,2021-12-31,2022-01-20,467.2,467.2,58.0
loan_5880218,8z7801y880325yxz018033x45iy92x9x,2,2022-05-16,,924.91,0.0,0.0
loan_5880218,8z7801y880325yxz018033x45ix82xz2,6,2022-07-15,,922.72,0.0,0.0
loan_5880218,8z7801y880325yxz018033x45ix82xz1,5,2022-06-30,,924.91,0.0,0.0
loan_5880218,8z7801y880325yxz018033x45iy92x9h,1,2022-05-02,2022-05-02,924.91,924.91,0.0
loan_5880218,8z7801y880325yxz018033x45iy92x9i,3,2022-05-31,,924.91,0.0,0.0
loan_5880218,8z7801y880325yxz018033x45iy92xz0,4,2022-06-15,,924.91,0.0,0.0
loan_6898886,8z780i337h6gx216017h6x825x413y8x,1,2021-12-15,2021-12-15,245.28,245.28,0.0
loan_6898886,8z780i337h6gx216017h6x825x413y91,4,2022-01-31,2022-01-30,245.28,245.28,0.0
loan_6898886,8z780i337h6gx216017h6x825x413y8i,2,2021-12-31,2021-12-30,245.28,245.28,0.0
loan_6898886,8z780i337h6gx216017h6x825x413y90,3,2022-01-17,2022-01-14,248.2,248.2,0.0
loan_6898886,8z780i337h6gx216017h6x825x5x3y92,5,2022-02-15,2022-02-15,245.28,245.28,0.0
loan_6898886,8z780i337h6gx216017h6x825x5x3y93,6,2022-02-28,2022-03-02,241.63,241.63,58.0
loan_8021584,8z7824897i363216017i39310298563h,2,2022-03-31,2022-03-28,700.8,700.8,0.0
loan_8021584,8z7824897i363216017i393102985640,5,2022-05-16,2022-05-16,700.8,700.8,0.0
loan_8021584,8z7824897i363216017i3931029z5641,6,2022-05-31,2022-05-30,700.22,700.216,0.0
loan_8021584,8z7824897i363216017i39310298563i,4,2022-05-02,2022-04-30,700.8,700.8,0.0
loan_8021584,8z7824897i363216017i39310298563y,1,2022-03-15,2022-03-13,700.8,700.8,0.0
loan_8021584,8z7824897i363216017i39310298563x,3,2022-04-18,2022-04-12,700.8,700.8,0.0
loan_3900386,8z7822637h9z3h4i017h9yi30gi4307g,2,2022-01-17,2022-01-17,730.0,730.0,0.0
loan_3900386,8z7822637h9z3h4i017h9yi30y06307i,6,2022-03-15,2022-03-17,729.26,729.2627,58.0
loan_3900386,8z7822637h9z3h4i017h9yi30y06307h,4,2022-02-15,2022-02-16,730.0,730.0,0.0
loan_3900386,8z7822637h9z3h4i017h9yi30gi4307z,1,2021-12-31,2021-12-31,730.0,730.0,0.0
loan_3900386,8z7822637h9z3h4i017h9yi30y06307x,5,2022-02-28,2022-03-17,730.0,730.0,58.0
loan_3900386,8z7822637h9z3h4i017h9yi30y06307y,3,2022-01-31,2022-01-28,730.0,730.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z722yi0,5,2022-03-31,,284.5,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z722yxx,3,2022-02-28,,277.95,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z722yxi,4,2022-03-15,,279.23,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z722yi2,7,2022-05-02,,302.52,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z742yi3,8,2022-05-16,,284.71,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z722yi1,6,2022-04-18,,289.3647,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z5h2yxy,1,2022-01-31,,277.48,0.0,0.0
loan_9217354,8z7824x77x7yhgg4017x7i887z5h2yxh,2,2022-02-15,,265.06,0.0,0.0
loan_6976584,8z7820y17hzxh7gz017hziizxzx822z0,1,2021-12-31,2022-01-03,189.71,189.7124,80.12
loan_6976584,8z7820y17hzxh7gz017hziizxziy22z1,2,2022-01-17,2022-03-31,201.48,201.48,122.0
loan_6976584,8z7820y17hzxh7gz017hziizxzix22z6,7,2022-03-31,2022-03-31,234.5782,234.5782,18.66
loan_6976584,8z7820y17hzxh7gz017hziizxziy22z3,4,2022-02-15,2022-03-31,217.832,217.832,99.6
loan_6976584,8z7820y17hzxh7gz017hziizxziy22z5,6,2022-03-15,2022-03-31,229.45,229.4463,83.69
loan_6976584,8z7820y17hzxh7gz017hziizxziy22z4,5,2022-02-28,2022-03-31,226.811,226.811,87.3
loan_6976584,8z7820y17hzxh7gz017hziizxziy22z2,3,2022-01-31,2022-03-31,214.6346,214.6346,103.98
loan_6976584,8z7820y17hzxh7gz017hziizxzix22z7,8,2022-04-18,2022-06-16,254.73,254.7335,68.93
loan_8972594,8z7809y07yyy0781017yyh174h262694,4,2021-12-31,2022-01-02,199.47,199.4725,15.75
loan_8972594,8z7809y07yyy0781017yyh174h422695,5,2022-01-17,2022-01-17,204.6555,204.6555,8.65
loan_8972594,8z7809y07yyy0781017yyh174h422697,7,2022-02-15,,0.0,0.0,0.0
loan_8972594,8z7809y07yyy0781017yyh174h262692,2,2021-11-30,2021-11-25,358.7,358.7001,20.63
loan_8972594,8z7809y07yyy0781017yyh174h422696,6,2022-01-31,,8.8,0.0,0.0
loan_8972594,8z7809y07yyy0781017yyh174h262691,1,2021-11-16,2021-11-11,539.2656000000001,539.2656000000001,62.28
loan_8972594,8z7809y07yyy0781017yyh174h422698,8,2022-02-28,,0.0,0.0,0.0
loan_8972594,8z7809y07yyy0781017yyh174h262693,3,2021-12-15,2021-12-17,189.99,189.9898,86.74
loan_4139630,8z780h7z7xz0xz06017xz18301i93531,2,2022-02-28,2022-03-03,181.04,181.04,58.0
loan_4139630,8z780h7z7xz0xz06017xz18301i93533,4,2022-03-31,2022-04-07,178.92,178.923,58.0
loan_4139630,8z780h7z7xz0xz06017xz18301i93530,1,2022-02-15,2022-02-21,181.04,181.04,58.0
loan_4139630,8z780h7z7xz0xz06017xz18301i93532,3,2022-03-15,2022-03-18,181.04,181.04,58.0
loan_6155230,8z780h0x7h57524i017h5y6i19z779hh,7,2022-03-15,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z779hx,8,2022-03-31,,230.15,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z779hy,6,2022-02-28,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z079hg,5,2022-02-15,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z079h9,3,2022-01-17,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z079h7,1,2021-12-15,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z079hz,4,2022-01-31,,235.79,0.0,0.0
loan_6155230,8z780h0x7h57524i017h5y6i19z079h8,2,2021-12-31,,235.79,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h34g47,7,2022-02-28,,246.1122,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h34g46,6,2022-02-15,,236.18,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h34g48,8,2022-03-15,,247.1,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h04g45,5,2022-01-31,,233.9,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h04g42,2,2021-12-15,,216.13,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h34g4z,10,2022-04-18,,254.86,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h54g4g,11,2022-05-02,,264.92,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h04g41,1,2021-11-30,,224.037,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h34g49,9,2022-03-31,,251.1346,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h04g43,3,2021-12-31,,217.36,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h04g44,4,2022-01-17,,219.2701,0.0,0.0
loan_7799208,8z7828207h33414i017h346y94h54g4y,12,2022-05-16,,257.17,0.0,0.0
loan_9096942,8z782y048060y17z018068784x7h7x2y,6,2022-08-01,,247.0685,0.0,0.0
loan_9096942,8z782y048060y17z018068784x7h7x29,3,2022-06-15,,248.93,0.0,0.0
loan_9096942,8z782y048060y17z018068784x7h7x2z,4,2022-06-30,,248.93,0.0,0.0
loan_9096942,8z782y048060y17z018068784x7h7x28,2,2022-05-31,,248.93,0.0,0.0
loan_9096942,8z782y048060y17z018068784x7h7x2g,5,2022-07-15,,248.93,0.0,0.0
loan_9096942,8z782y048060y17z018068784x607x27,1,2022-05-16,,248.93,0.0,0.0
loan_7022514,8z782i437h28i824017h2z2xixh407x1,1,2021-11-30,2021-11-26,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh407x3,3,2021-12-31,2021-12-30,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh607x8,8,2022-03-15,2022-03-15,527.57,527.571,0.0
loan_7022514,8z782i437h28i824017h2z2xixh607x7,7,2022-02-28,2022-02-28,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh407x4,4,2022-01-17,2022-01-14,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh607x6,6,2022-02-15,2022-02-14,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh407x5,5,2022-01-31,2022-01-28,527.79,527.79,0.0
loan_7022514,8z782i437h28i824017h2z2xixh407x2,2,2021-12-15,2021-12-13,527.79,527.79,0.0
loan_9966962,8z782i187i2gi401017i2y75i8503g29,1,2022-03-15,2022-03-16,460.63,460.63,0.0
loan_9966962,8z782i187i2gi401017i2y75i8503g2h,5,2022-05-16,2022-05-16,459.9,459.9,0.0
